200
 0.0000000e+000	 4.7380728e+000	 1.6117219e+003	 7.9479087e+001	 4.7380728e+000
 7.0888121e-002	 4.5667548e+000	 1.4780702e+003	 7.8757825e+001	 4.5667548e+000
 1.0025094e-001	 4.4813547e+000	 1.3618745e+003	 7.8188152e+001	 4.4813547e+000
 1.2278183e-001	 4.4495847e+000	 1.2577048e+003	 7.7718156e+001	 4.4495847e+000
 1.4177624e-001	 4.4427905e+000	 1.1628152e+003	 7.7311035e+001	 4.4427905e+000
 1.5851066e-001	 4.4470093e+000	 1.0756661e+003	 7.6947957e+001	 4.4470093e+000
 1.7363972e-001	 4.4555684e+000	 9.9528938e+002	 7.6618881e+001	 4.4555684e+000
 1.8755234e-001	 4.4647889e+000	 9.2100562e+002	 7.6317622e+001	 4.4647889e+000
 2.0050188e-001	 4.4724808e+000	 8.5230829e+002	 7.6039976e+001	 4.4724808e+000
 2.1266436e-001	 4.4777967e+000	 7.8888627e+002	 7.5782213e+001	 4.4777967e+000
 2.2416792e-001	 4.4807312e+000	 7.3056210e+002	 7.5540872e+001	 4.4807312e+000
 2.3510930e-001	 4.4813250e+000	 6.7717244e+002	 7.5313320e+001	 4.4813250e+000
 2.4556365e-001	 4.4796239e+000	 6.2856419e+002	 7.5097519e+001	 4.4796239e+000
 2.5559075e-001	 4.4756751e+000	 5.8459485e+002	 7.4891856e+001	 4.4756751e+000
 2.6523906e-001	 4.4695256e+000	 5.4513203e+002	 7.4695032e+001	 4.4695256e+000
 2.7454851e-001	 4.4612218e+000	 5.1005275e+002	 7.4505980e+001	 4.4612218e+000
 2.8355248e-001	 4.4508083e+000	 4.7924264e+002	 7.4323812e+001	 4.4508083e+000
 2.9227921e-001	 4.4383282e+000	 4.5259376e+002	 7.4147783e+001	 4.4383282e+000
 3.0075282e-001	 4.4238376e+000	 4.2983008e+002	 7.3977275e+001	 4.4238376e+000
 3.0899415e-001	 4.4074159e+000	 4.1037896e+002	 7.3811789e+001	 4.4074159e+000
 3.1702131e-001	 4.3891379e+000	 3.9371139e+002	 7.3650897e+001	 4.3891379e+000
 3.2485018e-001	 4.3690708e+000	 3.7937042e+002	 7.3494224e+001	 4.3690708e+000
 3.3249476e-001	 4.3472756e+000	 3.6695883e+002	 7.3341440e+001	 4.3472756e+000
 3.3996748e-001	 4.3238080e+000	 3.5612931e+002	 7.3192253e+001	 4.3238080e+000
 3.4727945e-001	 4.2987188e+000	 3.4657661e+002	 7.3046403e+001	 4.2987188e+000
 3.5444060e-001	 4.2720549e+000	 3.3803117e+002	 7.2903658e+001	 4.2720549e+000
 3.6145991e-001	 4.2438596e+000	 3.3025389e+002	 7.2763808e+001	 4.2438596e+000
 3.6834548e-001	 4.2141731e+000	 3.2303190e+002	 7.2626666e+001	 4.2141731e+000
 3.7510468e-001	 4.1830326e+000	 3.1617498e+002	 7.2492059e+001	 4.1830326e+000
 3.8174421e-001	 4.1504729e+000	 3.0951256e+002	 7.2359834e+001	 4.1504729e+000
 3.8827023e-001	 4.1165291e+000	 3.0289471e+002	 7.2229847e+001	 4.1165291e+000
 3.9468835e-001	 4.0812872e+000	 2.9626100e+002	 7.2101980e+001	 4.0812872e+000
 4.0100377e-001	 4.0448769e+000	 2.8962814e+002	 7.1976131e+001	 4.0448769e+000
 4.0722125e-001	 4.0074190e+000	 2.8301422e+002	 7.1852206e+001	 4.0074190e+000
 4.1334522e-001	 3.9690242e+000	 2.7643570e+002	 7.1730119e+001	 3.9690242e+000
 4.1937978e-001	 3.9297941e+000	 2.6990758e+002	 7.1609790e+001	 3.9297941e+000
 4.2532872e-001	 3.8898222e+000	 2.6344357e+002	 7.1491145e+001	 3.8898222e+000
 4.3119560e-001	 3.8491950e+000	 2.5705620e+002	 7.1374115e+001	 3.8491950e+000
 4.3698372e-001	 3.8079921e+000	 2.5075698e+002	 7.1258634e+001	 3.8079921e+000
 4.4269617e-001	 3.7662875e+000	 2.4455644e+002	 7.1144643e+001	 3.7662875e+000
